recipient_id,recipient_name,category,subcategory,book_title,publisher,award_status,year,location,publication,show,company,restaurant_name,project
26024,Ticonderoga Club,Restaurant & Chef,Outstanding Hospitality,,,Nominee,2022,"Atlanta, Georgia",,,,,
26021,Sylvia's Restaurant,Restaurant & Chef,Outstanding Hospitality,,,Nominee,2022,"New York, New York",,,,,
26025,Hugo's,Restaurant & Chef,Outstanding Hospitality,,,Nominee,2022,"Houston, Texas",,,,,
26026,Ticonderoga Club,Restaurant & Chef,Outstanding Hospitality,,,Nominee,2022,"Atlanta, Georgia",,,,,
26031,Hugo's,Restaurant & Chef,Outstanding Hospitality,,,Nominee,2022,"Houston, Texas",,,,,
26014,Ticonderoga Club,Restaurant & Chef,Outstanding Hospitality,,,Nominee,2022,"Atlanta, Georgia",,,,,
26005,Sylvia's Restaurant,Restaurant & Chef,Outstanding Hospitality,,,Nominee,2022,"New York, New York",,,,,
26010,Sylvia's Restaurant,Restaurant & Chef,Outstanding Hospitality,,,Nominee,2022,"New York, New York",,,,,
26017,Bar del Corso,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Seattle, Washington",,,,,
26019,Tutka Bay Lodge,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Homer, Alaska",,,,,
26020,Coquine,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Portland, Oregon",,,,,
26023,Sanford,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Milwaukee, Wisconsin",,,,,
26032,Coquine,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Portland, Oregon",,,,,
26027,Binkley's,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Phoenix, Arizona",,,,,
26028,Phoenicia,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Birmingham, Michigan",,,,,
26029,Phoenicia,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Birmingham, Michigan",,,,,
26030,Johnnys Restaurant,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Homewood, Alabama",,,,,
26033,Lil Deb's Oasis,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Hudson, New York",,,,,
26034,Valter's Osteria,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Salt Lake City, Utah",,,,,
26035,Binkley's,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Phoenix, Arizona",,,,,
26036,Tutka Bay Lodge,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Homer, Alaska",,,,,
26016,José,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Dallas, Texas",,,,,
26003,The Preacher's Son,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Bentonville, Arkansas",,,,,
26022,Mudgie's Deli and Wine Shop,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Detroit, Michigan",,,,,
26006,BaoBao Dumpling House,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Portland, Maine",,,,,
26004,Lil Deb's Oasis,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Hudson, New York",,,,,
26007,BaoBao Dumpling House,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Portland, Maine",,,,,
26008,Spuntino,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Denver, Colorado",,,,,
26009,Steve & Cookie's,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Margate, New Jersey",,,,,
26011,Spuntino,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Denver, Colorado",,,,,
26013,Bar del Corso,Restaurant & Chef,Outstanding Hospitality,,,Semifinalist,2022,"Seattle, Washington",,,,,
26018,Cúrate,Restaurant & Chef,Outstanding Hospitality,,,Winner,2022,"Asheville, North Carolina",,,,,
26012,Cúrate,Restaurant & Chef,Outstanding Hospitality,,,Winner,2022,"Asheville, North Carolina",,,,,
25986,Caroline Schiff,Restaurant & Chef,Outstanding Pastry Chef,,,Nominee,2022,"Brooklyn, New York",,,,Gage & Tollner,
25993,Margarita Manzke,Restaurant & Chef,Outstanding Pastry Chef,,,Nominee,2022,"Los Angeles, California",,,,République,
25994,Claudia Martinez,Restaurant & Chef,Outstanding Pastry Chef,,,Nominee,2022,"Atlanta, Georgia",,,,Miller Union,
25996,Ruben Ortega,Restaurant & Chef,Outstanding Pastry Chef,,,Nominee,2022,"Houston, Texas",,,,Xochi,
25982,Angela Cicala,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Philadelphia, Pennsylvania",,,,Cicala at the Divine Lorraine,
25983,Anne Specker,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Washington, District of Columbia",,,,Kinship,
25985,Camari Mick,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"New York, New York",,,,The Musket Room,
25992,Michelle Naomi Karr-Ueoka,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Honolulu, Hawaii",,,,MW Restaurant,
25987,Mark Chacón,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Phoenix, Arizona",,,,Chacónne Patisserie,
25988,Elise Mensing,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"St. Louis, Missouri",,,,Brasserie by Niche,
25989,Jen Yee,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Atlanta, Georgia",,,,Hopkins and Company,
25990,Kate Fisher Hamm,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Portland, Maine",,,,Leeward,
25991,Krystle Swenson,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Greenough, Montana",,,,The Social Haus,
25995,Nicolas Blouin,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Kohler, Wisconsin",,,,Destination Kohler,
25997,Rabii Saber,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Orlando, Florida",,,,Four Seasons,
25998,Shannah Primiano,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Chicago, Illinois",,,,Porto,
25999,Sofia Tejeda,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"San Antonio, Texas",,,,Mixtli,
25984,Antonio Bachour,Restaurant & Chef,Outstanding Pastry Chef,,,Semifinalist,2022,"Coral Gables, Florida",,,,Bachour,
26000,Warda Bouguettaya Mrs,Restaurant & Chef,Outstanding Pastry Chef,,,Winner,2022,"Detroit, Michigan",,,,Warda Pâtisserie,
25655,Parachute,Restaurant & Chef,Outstanding Restaurant,,,Nominee,2022,"Chicago, Illinois",,,,,
25658,Brennan's,Restaurant & Chef,Outstanding Restaurant,,,Nominee,2022,"New Orleans, Louisiana",,,,,
25670,Parachute,Restaurant & Chef,Outstanding Restaurant,,,Nominee,2022,"Chicago, Illinois",,,,,
25677,Butcher & Bee,Restaurant & Chef,Outstanding Restaurant,,,Nominee,2022,"Charleston, South Carolina",,,,,
25679,The Walrus and the Carpenter,Restaurant & Chef,Outstanding Restaurant,,,Nominee,2022,"Seattle, Washington",,,,,
25666,Friday Saturday Sunday,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Philadelphia, Pennsylvania",,,,,
25685,La Morada,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"The Bronx, New York",,,,,
25686,ShinBay,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Scottsdale, Arizona",,,,,
25687,Sushi Izakaya Gaku,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Honolulu, Hawaii",,,,,
25684,La Morada,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"The Bronx, New York",,,,,
25656,Hell's Backbone Grill & Farm,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Boulder, Utah",,,,,
25660,Friday Saturday Sunday,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Philadelphia, Pennsylvania",,,,,
25659,Oriole,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Chicago, Illinois",,,,,
25662,Mixtli,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"San Antonio, Texas",,,,,
25661,Cora Cora,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"West Hartford, Connecticut",,,,,
25657,Post & Beam,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Los Angeles, California",,,,,
25668,El Burén de Lula,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Loiza, Puerto Rico",,,,,
25683,El Burén de Lula,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Loiza, Puerto Rico",,,,,
25663,Di Fara Pizza,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Brooklyn, New York",,,,,
25664,Métier,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Washington, District of Columbia",,,,,
25665,Post & Beam,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Los Angeles, California",,,,,
25667,Post & Beam,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Los Angeles, California",,,,,
25669,Hell's Backbone Grill & Farm,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Boulder, Utah",,,,,
25671,Paragary's,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Sacramento, California",,,,,
25672,La Morada,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"The Bronx, New York",,,,,
25673,Living Kitchen Farm & Dairy,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Depew, Oklahoma",,,,,
25674,Living Kitchen Farm & Dairy,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Depew, Oklahoma",,,,,
25676,Odd Duck,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Milwaukee, Wisconsin",,,,,
25678,Oriole,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Chicago, Illinois",,,,,
25680,Odd Duck,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Milwaukee, Wisconsin",,,,,
25681,Mixtli,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"San Antonio, Texas",,,,,
25682,Paragary's,Restaurant & Chef,Outstanding Restaurant,,,Semifinalist,2022,"Sacramento, California",,,,,
25675,Chai Pani,Restaurant & Chef,Outstanding Restaurant,,,Winner,2022,"Asheville, North Carolina",,,,,
25624,"Akkapong ""Earl"" Ninsom",Restaurant & Chef,Outstanding Restaurateur,,,Nominee,2022,"Portland, Oregon",,,,"Langbaan, Hat Yai, Eem, and others",
25626,Ashok Bajaj,Restaurant & Chef,Outstanding Restaurateur,,,Nominee,2022,"Washington, District of Columbia",,,,"Knightsbridge Restaurant Group (Rasika, Bindaas, Annabelle, and others)",
25632,Chris Williams,Restaurant & Chef,Outstanding Restaurateur,,,Nominee,2022,"Houston, Texas",,,,Lucille's Hospitality Group,
25635,Ellen Yin,Restaurant & Chef,Outstanding Restaurateur,,,Nominee,2022,"Philadelphia, Pennsylvania",,,,"High Street Hospitality Group, Fork, a.kitchen + bar, High Street Philly, and others",
25641,Kevin Gillespie,Restaurant & Chef,Outstanding Restaurateur,,,Nominee,2022,"Atlanta, Georgia",,,,Red Beard Restaurants,
25654,Willy Ng,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"San Francisco, California",,,,"Koi Palace, Dragon Beaux, Palette Tea House",
25625,Andrew Le,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Honolulu, Hawaii",,,,The Pig and The Lady and Piggy Smalls,
25652,Amy Kerstein,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Milwaukee, Wisconsin",,,,Black Shoe Hospitality,
25634,Dan Sidner,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Milwaukee, Wisconsin",,,,Black Shoe Hospitality,
25627,Deborah Snow,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Sunderland, Massachusetts",,,,Blue Heron Restaurant & Catering,
25628,Barbara White,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Sunderland, Massachusetts",,,,Blue Heron Restaurant & Catering,
25629,Brandon Chrostowski,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Cleveland, Ohio",,,,EDWINS Leadership and Restaurant Institute,
25630,Joshua Lee,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Atlanta, Georgia",,,,The Soulful Company (Lake & Oak),
25631,Todd Richards,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Atlanta, Georgia",,,,The Soulful Company (Lake & Oak),
25633,Chris Paraskevaides,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"New York, New York",,,,Bowery Group,
25637,Amy Kerstein,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Milwaukee, Wisconsin",,,,Black Shoe Hospitality,
25636,J.D. Simpson,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Detroit, Michigan",,,,SavannahBlue,
25649,Greg Dulan,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Inglewood, California",,,,Dulans Soul Food and Hotville,
25638,Jason Chin,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Orlando, Florida",,,,Good Salt Restaurant Group,
25639,Jessica Delgado,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"McAllen, Texas",,,,Delgado Collective,
25640,Joe Muench,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Milwaukee, Wisconsin",,,,Black Shoe Hospitality,
25642,Larry Delgado,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"McAllen, Texas",,,,Delgado Collective,
25643,Marc Meyer,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"New York, New York",,,,Bowery Group,
25644,Kim Bartmann,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Minneapolis, Minnesota",,,,Bartmann Group,
25645,Ravi Derossi,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"New York, New York",,,,Overthrow Hospitality,
25646,Roger Yopp,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Detroit, Michigan",,,,SavannahBlue,
25647,Ron Scott,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Detroit, Michigan",,,,SavannahBlue,
25650,Sue Chin,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Orlando, Florida",,,,Good Salt Restaurant Group,
25651,Victoria Freeman,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"New York, New York",,,,Bowery Group,
25653,Edwin Zoe,Restaurant & Chef,Outstanding Restaurateur,,,Semifinalist,2022,"Boulder, Colorado",,,,Zoe Ma Ma and Chimera Ramen,
25648,Chris Bianco,Restaurant & Chef,Outstanding Restaurateur,,,Winner,2022,"Phoenix, Arizona",,,,"Tratto, Pane Bianco, and Pizzeria Bianco",
25706,Rebel Rebel,Restaurant & Chef,Outstanding Wine Program,,,Nominee,2022,"Somerville, Massachusetts",,,,,
25693,The Little Nell,Restaurant & Chef,Outstanding Wine Program,,,Nominee,2022,"Aspen, Colorado",,,,,
25695,Maydan,Restaurant & Chef,Outstanding Wine Program,,,Nominee,2022,"Washington, District of Columbia",,,,,
25698,Frenchette,Restaurant & Chef,Outstanding Wine Program,,,Nominee,2022,"New York, New York",,,,,
25688,Tomo,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Seattle, Washington",,,,,
25692,Tomo,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Seattle, Washington",,,,,
25703,High Street Wine Co.,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"San Antonio, Texas",,,,,
25705,The Punchdown,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Oakland, California",,,,,
25707,Rainbow Ranch Lodge,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Gallatin Gateway, Montana",,,,,
25708,Madam,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Birminham, Michigan",,,,,
25709,L'Etoile,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Madison, Wisconsin",,,,,
25710,Polo Grill,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Tulsa, Oklahoma",,,,,
25711,Vicia,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"St. Louis, Missouri",,,,,
25689,Lyla Lila,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Atlanta, Georgia",,,,,
25690,Sachet,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Dallas, Texas",,,,,
25691,Golden Age Wine,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Mountain Brook, Alabama",,,,,
25694,Kai,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Phoenix, Arizona",,,,,
25696,a.kitchen + bar,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Philadelphia, Pennsylvania",,,,,
25699,The Punchdown,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Oakland, California",,,,,
25700,Lucky Palace,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Bossier City, Louisiana",,,,,
25701,Hiyu Wine Farm,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Hood River, Oregon",,,,,
25702,Tomo,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Seattle, Washington",,,,,
25704,Golden Age Wine,Restaurant & Chef,Outstanding Wine Program,,,Semifinalist,2022,"Mountain Brook, Alabama",,,,,
25697,The Four Horsemen,Restaurant & Chef,Outstanding Wine Program,,,Winner,2022,"Brooklyn, New York",,,,,
54958,Pekin Noodle Parlor,Restaurant & Chef,America's Classics,,,Winner,2023,"Butte, Montana",,,,,
54959,La Casita Blanca,Restaurant & Chef,America's Classics,,,Winner,2023,"San Juan, Puerto Rico",,,,,
54960,Manago Hotel,Restaurant & Chef,America's Classics,,,Winner,2023,"Captain Cook, Hawaii",,,,,
54961,Nezinscot Farm Store,Restaurant & Chef,America's Classics,,,Winner,2023,"Turner, Maine",,,,,
54962,"Joe's Bakery & Coffee Shop, Inc.",Restaurant & Chef,America's Classics,,,Winner,2023,"Austin, Texas",,,,,
54963,Wagner's Village Inn,Restaurant & Chef,America's Classics,,,Winner,2023,"Oldenburg, Indiana",,,,,
54668,Katina Connaughton,Restaurant & Chef,Best Chef California,,,Nominee,2023,"Healdsburg, California",,,,SingleThread,
54444,Carlos Salgado,Restaurant & Chef,Best Chef California,,,Nominee,2023,"Costa Mesa, California",,,,Taco María,
54492,Gilberto Cetina,Restaurant & Chef,Best Chef California,,,Nominee,2023,"Los Angeles, California",,,,Holbox,
54498,Brandon Hayato Go,Restaurant & Chef,Best Chef California,,,Nominee,2023,"Los Angeles, California",,,,Hayato,
54500,Kyle Connaughton,Restaurant & Chef,Best Chef California,,,Nominee,2023,"Healdsburg, California",,,,SingleThread,
54328,Daisy Ryan,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"Los Alamos, California",,,,Bell's,
54338,Robbie Wilson,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"San Francisco, California",,,,Le Fantastique,
54355,Intu-on Kornnawong,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"Oakland, California",,,,Jo's Modern Thai,
54362,Jonathan Bautista,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"San Diego, California",,,,Kingfisher,
54394,Matthew Kammerer,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"Elk, California",,,,The Harbor House Inn,
54398,Rocio Camacho,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"Bell Gardens, California",,,,Rocio's Mexican Kitchen,
54427,Chef Michael Reed,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"Anaheim, California",,,,Poppy & Seed,
54458,Sarintip Jazz Singsanong,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"Los Angeles, California",,,,Jitlada,
54493,Craig Takehara,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"Sacramento, California",,,,Binchoyaki,
54494,Srijith Girija Gopinathan,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"Palo Alto, California",,,,Ettan,
54495,Val M. Cantú,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"San Francisco, California",,,,Californios,
54496,Michelle Muñoz,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"Los Angeles, California",,,,Moo's Craft Barbeque,
54497,Andrew Muñoz,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"Los Angeles, California",,,,Moo's Craft Barbeque,
54499,Pim Techamuanvivit,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"San Francisco, California",,,,Kin Khao,
54501,Akira Yoshizumi,Restaurant & Chef,Best Chef California,,,Semifinalist,2023,"San Mateo, California",,,,Sushi Yoshizumi,
54349,Justin Pichetrungsi,Restaurant & Chef,Best Chef California,,,Winner,2023,"Sherman Oaks, California",,,,Anajak Thai,
54313,Omar Anani,Restaurant & Chef,Best Chef Great Lakes,,,Nominee,2023,"Detroit, Michigan",,,,Saffon De Twah,
54416,Andy Hollyday,Restaurant & Chef,Best Chef Great Lakes,,,Nominee,2023,"Detroit, Michigan",,,,Selden Standard,
54459,Diana Dávila,Restaurant & Chef,Best Chef Great Lakes,,,Nominee,2023,"Chicago, Illinois",,,,Mi Tocaya Antojería,
54477,Sarah Welch,Restaurant & Chef,Best Chef Great Lakes,,,Nominee,2023,"Detroit, Michigan",,,,Marrow,
54308,Paul Fehribach,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Chicago, Illinois",,,,Big Jones,
54318,Francisco Alfaro,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Cincinnati, Ohio",,,,Mid-City Restaurant,
54352,Thai Dang,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Chicago, Illinois",,,,HaiSous,
54367,Nadia Nijimbere,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Detroit, Michigan",,,,Baobab Fare,
54368,Hamissi Mamba,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Detroit, Michigan",,,,Baobab Fare,
54402,Ji Hye Kim,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Ann Arbor, Michigan",,,,Miss Kim,
54469,Michael Ransom,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Detroit, Michigan",,,,Ima Izakaya,
54502,Zubair Mohajir,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Chicago, Illinois",,,,Wazwan,
54503,Yuko Harada,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Cincinnati, Ohio",,,,Kiki,
54504,Norberto Garita,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Detroit, Michigan",,,,El Barzon,
54505,Alexandra La Valle,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Cleveland, Ohio",,,,Larder Delicatessen & Bakery,
54506,BJ Lieberman,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Columbus, Ohio",,,,Chapman's Eat Market,
54507,Hideki Harada,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Cincinnati, Ohio",,,,Kiki,
54508,Becky Clark,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Athens, Ohio",,,,Little Fish Brewing Co.,
54509,Abbi Merriss,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Indianapolis, Indiana",,,,Bluebeard,
54510,Abra Berens,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Three Oaks, Michigan",,,,Granor Farm,
54511,Jeremy Michael Umansky,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Cleveland, Ohio",,,,Larder Delicatessen & Bakery,
54512,Samir Mohammad,Restaurant & Chef,Best Chef Great Lakes,,,Semifinalist,2023,"Noblesville, Indiana",,,,9th Street Bistro,
54360,tim flores,Restaurant & Chef,Best Chef Great Lakes,,,Winner,2023,"Chicago, Illinois",,,,Kasama,
54361,Genie Kwon,Restaurant & Chef,Best Chef Great Lakes,,,Winner,2023,"Chicago, Illinois",,,,Kasama,
54451,Michael Rafidi,Restaurant & Chef,Best Chef Mid-Atlantic,,,Nominee,2023,"Washington, District of Columbia",,,,Albi,
54516,Tomasz Skowronski,Restaurant & Chef,Best Chef Mid-Atlantic,,,Nominee,2023,"Pittsburgh, Pennsylvania",,,,Apteka,
54517,Kate Lasky,Restaurant & Chef,Best Chef Mid-Atlantic,,,Nominee,2023,"Pittsburgh, Pennsylvania",,,,Apteka,
54518,Dionicio Jimenez,Restaurant & Chef,Best Chef Mid-Atlantic,,,Nominee,2023,"Philadelphia, Pennsylvania",,,,Cantina La Martina,
54519,Jesse Ito,Restaurant & Chef,Best Chef Mid-Atlantic,,,Nominee,2023,"Philadelphia, Pennsylvania",,,,Royal Sushi,
54306,David Deshaies,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Washington, District of Columbia",,,,L'Ardente,
54322,Kevin Tien,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Washington, District of Columbia",,,,Moon Rabbit,
54331,Enrique Limardo,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Washington, District of Columbia",,,,Seven Reasons,
54332,Omar Rodriguez,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Washington, District of Columbia",,,,Oyamel Cocina Mexicana,
54348,Rahman Harper,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Arlington, Virginia",,,,Queen Mother's,
54369,Ryan Ratino,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Washington, District of Columbia",,,,Bresca,
54370,Peter Prime,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Washington, District of Columbia",,,,Bammy's,
54396,Chris Amendola,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Baltimore, Maryland",,,,foraged. a hyper-seasonal eatery,
54471,Andrew Henshaw,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Philadelphia, Pennsylvania",,,,Laser Wolf,
54488,Joy Crump,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Fredericksburg, Virginia",,,,FOODE,
54513,Steve Chu,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Baltimore, Maryland",,,,Ekiben,
54514,Philip Manganaro,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Merchantville, New Jersey",,,,Park Place Café & Restaurant,
54515,Niklas Forsberg,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Pittsburgh, Pennsylvania",,,,Fet-Fisk,
54520,Melissa McGrath,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Newfield, New Jersey",,,,Sweet Amalia Market & Kitchen,
54521,Thanh Nguyen,Restaurant & Chef,Best Chef Mid-Atlantic,,,Semifinalist,2023,"Philadelphia, Pennsylvania",,,,Gabriella's Vietnam,
